GeneSymbol	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
MIR760	0	0	0	0	0	0	0	0
MIR761	0	0	0	0	0	0	0	0
MIR762	12	12	6	12	1	4	4	8
MIR764	0	0	0	0	0	0	0	0
MIR765	0	0	1	1	1	0	1	0
MIR766	0	0	0	0	1	0	0	0
MIR767	0	0	0	0	0	0	0	0
MIR769	0	0	0	0	0	0	0	0
MIR770	0	0	0	0	0	0	0	0
MIR802	0	0	0	0	0	0	0	0
MIR873	0	0	0	0	0	0	0	0
MIR874	0	1	0	0	0	0	0	0
MIR875	0	0	0	0	0	0	0	0
MIR876	0	0	0	0	0	0	0	0
MIR877	0	0	0	0	0	0	0	0
MIR885	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0	0	0
MIR9-3	0	0	0	0	0	0	0	0
MIR920	0	0	0	0	0	0	0	0
MIR921	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0
MIR92B	0	2	2	0	0	0	1	0
MIR93	0	0	0	1	1	0	0	0
MIR933	0	0	0	0	1	0	0	0
MIR934	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	0	0	0
MIR937	0	1	0	0	0	0	0	0
MIR938	0	0	0	0	0	0	0	0
MIR939	0	1	0	0	0	0	0	0
MIR940	7	7	2	0	1	4	1	3
MIR941-1	0	0	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0
MIR941-4	1	0	0	0	0	0	0	0
MIR942	0	1	2	1	0	0	0	0
MIR943	1	1	2	0	0	2	1	1
MIR944	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0
MIR98	0	0	1	0	0	0	0	0
MIR99A	0	0	0	0	0	0	0	0
MIR99B	0	1	0	1	0	0	0	1
MIRLET7A1	0	0	1	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0	0	0
MIRLET7BHG	1	0	5	0	0	2	1	0
MIRLET7C	0	0	0	0	0	0	0	0
MIRLET7D	26	17	34	11	11	22	14	24
MIRLET7E	0	0	0	0	0	0	0	0
MIRLET7F1	1	1	5	2	3	2	0	1
MIRLET7F2	0	0	0	0	0	0	0	0
MIRLET7G	0	0	0	0	0	0	1	0
MIRLET7I	2	1	3	0	0	1	0	1
MIS12	3925	2152	2513	2324	1476	2091	1780	1286
MIS18A	1980	1249	1383	1352	797	1331	1129	842
MIS18BP1	2682	1613	1992	1737	1302	1973	1767	1375
MITD1	833	491	688	622	417	602	460	370
MITF	567	384	586	484	349	529	463	362
MIXL1	8	7	14	15	9	6	11	8
MKI67	14063	9053	13959	11686	7328	10328	9455	7150
MKI67IP	2919	1662	1614	1446	1016	1728	1433	1064
MKKS	1223	813	1268	1202	788	1314	1151	855
MKL1	2120	1282	1402	1379	709	1470	1185	951
MKL2	1578	956	1212	1050	641	1040	930	753
MKLN1	4174	2541	3256	2728	1946	2748	2499	1861
MKNK1	1363	785	811	758	435	875	713	611
MKNK2	5693	3207	3052	3093	1535	3075	2674	2192
MKRN1	4430	2664	3464	3382	2033	2957	2457	1919
MKRN2	3521	2027	2315	2118	1249	2457	2098	1651
MKRN3	7	3	6	5	3	4	4	3
MKRN7P	23	14	5	10	3	13	5	10
MKRN9P	433	227	345	335	184	272	225	174
MKS1	1130	718	1000	971	517	908	816	645
MKX	376	237	413	400	234	350	298	236
MLANA	0	0	0	0	0	0	0	0
MLC1	1	2	13	9	2	7	4	4
MLEC	8234	4783	5253	4739	3006	4488	3660	2948
MLF1	1236	824	1465	1328	983	1097	973	721
MLF1IP	5446	3034	4230	3965	2518	4032	3554	2542
MLF2	8569	5254	5871	5976	2827	5955	4863	4019
MLH1	3357	1875	2032	1858	1024	2174	1898	1557
MLH3	123	71	120	117	61	135	118	80
MLIP	1	0	1	0	2	0	1	1
MLK7-AS1	86	41	6	4	3	12	15	16
MLKL	3	0	5	2	3	7	5	4
MLL	5618	3530	6056	4658	2865	3102	2999	2323
MLL2	8480	4921	5559	3912	1961	3538	3163	2607
MLL3	6368	3828	5342	3850	2353	3434	3271	2383
MLL4	5380	3045	2919	2748	1387	3003	2639	2151
MLL5	3939	2264	2547	2365	1443	2169	1966	1469
MLLT1	4567	2592	2643	2474	1273	3022	2481	1993
MLLT10	2612	1579	1681	1440	804	1732	1560	1175
MLLT10P1	0	0	0	0	1	0	0	0
MLLT11	1398	911	2074	1916	1157	1767	1510	1168
MLLT3	1240	780	991	884	570	1088	851	685
MLLT4	9433	5687	7559	6858	4301	6947	6494	4818
MLLT4-AS1	78	44	170	174	92	104	78	58
MLLT6	4456	2827	3219	3112	1733	3349	2880	2337
MLN	0	0	0	0	0	0	0	0
MLNR	2	1	7	3	2	2	3	2
MLPH	1	1	3	3	1	1	6	0
MLST8	2660	1542	1642	1632	855	1978	1722	1351
MLX	2818	1725	2127	2037	1120	1982	1721	1302
MLXIP	3216	1835	1703	1695	885	2097	1802	1412
MLXIPL	302	215	359	409	146	223	232	216
MLYCD	308	170	210	206	108	198	168	127
MMAA	198	128	147	158	97	132	83	86
MMAB	1676	1096	1246	1186	630	1318	1128	869
MMACHC	1503	835	783	748	363	1000	866	640
MMADHC	2247	1268	1455	1284	834	1476	1268	1006
MMD	1205	762	1471	1311	801	1058	982	672
MMD2	1	1	2	3	1	0	1	0
MME	335	207	275	248	187	324	241	214
MMEL1	4	3	0	5	0	3	1	1
MMGT1	3359	1818	2050	1864	1165	2033	1677	1316
MMP1	2	1	0	0	0	2	1	1
MMP10	12	9	2	3	3	6	5	0
MMP11	55	42	102	94	43	60	65	44
MMP12	6	0	4	1	1	5	2	1
MMP13	20	11	14	9	8	16	18	12
MMP14	32	20	38	35	21	19	23	12
MMP15	806	543	830	880	435	700	535	448
MMP16	41	26	47	32	20	29	24	10
MMP17	296	164	161	184	68	124	127	86
MMP19	0	0	1	1	0	2	1	1
MMP2	172	123	389	393	202	210	166	141
MMP20	0	0	0	0	0	0	0	0
MMP21	7	3	1	0	0	3	4	0
MMP23A	1	1	1	0	0	1	1	0
MMP23B	4	7	4	2	0	2	2	4
MMP24	40	33	21	19	8	21	8	12
MMP25	17	17	8	12	9	4	7	7
MMP26	0	0	0	0	0	0	0	0
MMP27	0	0	0	0	0	0	0	0
MMP28	3	1	14	6	6	1	2	1
MMP3	1	1	0	0	0	0	0	0
MMP7	0	1	0	0	0	1	0	0
MMP8	0	0	0	0	0	0	0	0
MMP9	6	4	5	3	2	5	3	4
MMRN1	3	0	4	0	2	3	1	0
MMRN2	1	2	1	6	4	0	3	2
MMS19	2670	1637	2038	2091	1151	1965	1562	1287
MMS22L	3603	2101	2679	2291	1463	2813	2447	1774
MN1	474	259	421	406	181	434	396	277
MNAT1	1922	1094	1614	1464	1027	1359	1100	825
MND1	748	472	659	587	384	657	569	397
MNDA	0	0	0	0	0	0	0	0
MNF1	1496	936	1187	1128	554	1163	920	775
MNS1	416	227	367	350	244	415	336	272
MNT	1175	761	946	1010	451	934	794	607
MNX1	845	498	921	979	431	811	696	526
MOAP1	1938	1145	1568	1551	857	1603	1303	1054
MOB1A	1942	1191	1670	1458	951	1319	1075	841
MOB1B	2151	1296	2092	1796	1374	1568	1484	1045
MOB2	662	356	423	376	216	436	321	295
MOB3A	996	575	613	611	296	719	662	523
MOB3B	343	212	457	434	258	386	312	257
MOB3C	161	104	134	136	68	82	96	92
MOB4	20	15	17	7	16	19	14	7
MOBP	27	18	7	9	2	14	13	7
MOCOS	314	206	367	339	205	272	238	182
MOCS1	974	607	790	735	400	744	639	527
MOCS2	2066	1141	1327	1270	746	1484	1243	955
MOCS3	816	532	512	455	260	557	443	365
MOG	2	3	4	4	1	1	2	1
MOGAT1	2	0	1	1	0	0	0	0
MOGAT2	0	0	0	0	0	0	0	0
MOGAT3	0	0	0	0	0	0	0	0
MOGS	1538	935	1569	1505	854	1164	960	776
MOK	529	282	368	342	182	310	308	241
MON1A	834	392	422	371	195	433	374	265
MON1B	1333	748	853	802	481	920	705	565
MON2	2446	1520	1999	1762	1170	1629	1429	1095
MORC1	0	0	0	0	0	0	2	0
MORC2	3273	2090	2453	2328	1332	2121	1818	1508
MORC2-AS1	1	3	1	0	0	0	2	0
MORC3	2081	1228	1452	1297	877	1188	1035	728
MORC4	3161	1890	2851	2504	1581	2421	2140	1682
MORF4L1	9385	5537	5892	5163	3109	5959	4891	3697
MORF4L2	32667	19273	25847	24291	14452	21341	18059	14094
MORN1	265	132	195	166	87	194	134	138
MORN2	413	267	337	323	203	335	272	224
MORN3	17	16	28	14	11	21	17	18
MORN4	688	364	594	523	332	469	457	330
MORN5	2	1	5	6	1	2	5	1
MOS	0	0	0	0	0	0	0	0
MOSPD1	4505	2689	3770	3312	2208	4086	3572	2623
MOSPD2	1137	707	989	915	530	773	650	479
MOSPD3	203	123	186	237	98	190	146	115
MOV10	1596	1044	71279	65140	31998	1733	1476	1366
MOV10L1	0	2	3	3	3	1	0	1
MOXD1	623	428	931	795	544	496	377	331
MOXD2P	0	0	0	0	0	0	0	0
MPDU1	1871	1033	1043	888	448	1167	888	702
MPDZ	1776	1113	1141	1075	686	1027	871	707
MPEG1	0	0	0	0	0	0	0	0
MPG	604	356	501	582	250	519	428	342
MPHOSPH10	2856	1734	1459	1218	872	1710	1476	1062
MPHOSPH6	881	548	682	609	412	694	610	408
MPHOSPH8	1656	918	1220	1045	608	1130	932	726
MPHOSPH9	2066	1191	1595	1496	1036	1520	1305	955
MPI	3317	2072	2129	2213	1135	2171	1788	1518
MPL	7	5	3	0	1	5	6	4
MPND	427	221	318	330	205	302	235	203
MPO	0	0	0	0	0	0	0	0
MPP1	1029	554	863	818	390	863	714	584
MPP2	2486	1407	1806	1754	851	2261	1829	1536
MPP3	772	454	561	534	279	452	382	318
MPP4	5	2	4	1	1	9	6	4
MPP5	3168	1894	2073	1784	1280	2306	1924	1456
MPP6	1335	788	924	881	555	912	788	596
MPP7	1050	628	1041	975	650	914	810	595
MPPE1	345	198	259	242	149	219	192	166
MPPED1	8	0	9	8	4	5	7	8
MPPED2	404	242	355	333	203	253	207	172
MPRIP	5772	3477	3945	3474	1904	4142	3654	3004
MPST	1652	924	1267	1276	622	1266	1019	827
MPV17	1237	739	843	841	397	819	661	619
MPV17L	0	0	1	0	0	0	0	0
MPV17L2	928	536	547	532	274	591	503	378
MPZ	7	3	5	4	2	7	10	6
MPZL1	3623	1983	2318	2037	1176	2538	2150	1515
MPZL2	91	68	173	147	107	152	161	113
MPZL3	126	89	113	86	50	76	58	59
MR1	390	223	297	274	157	153	169	120
MRAP	0	0	1	0	0	0	0	0
MRAP2	73	48	85	98	49	62	53	47
MRAS	1238	734	1018	939	546	909	883	645
MRC1	6	0	2	1	0	3	4	0
MRC2	401	312	904	862	432	269	229	182
MRE11A	3366	2008	2442	2170	1491	2259	2090	1538
MREG	929	575	527	400	282	720	554	388
MRFAP1	20247	11252	12993	11793	7263	12571	10743	8297
MRFAP1L1	3937	2210	2664	2493	1568	2428	1988	1569
MRGPRD	0	0	0	0	0	0	0	0
MRGPRE	0	0	1	0	0	0	0	0
MRGPRF	0	0	0	0	0	0	0	0
MRGPRG	0	0	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	0	0	0
MRGPRX3	1	1	0	0	1	0	0	0
MRGPRX4	0	0	0	0	0	0	0	0
MRI1	2285	1271	1448	1347	718	1729	1428	1140
MRM1	362	203	240	221	109	230	201	156
MRO	9	7	11	18	8	12	7	9
MRP63	1470	834	940	944	462	1046	838	667
MRPL1	1644	849	743	650	402	863	714	533
MRPL10	3447	1945	2082	1995	1006	2093	1669	1347
MRPL11	2041	1157	1196	1082	564	1350	1127	911
MRPL12	5672	3487	4013	3619	1949	4450	3608	2969
MRPL13	2444	1297	1700	1542	1016	1650	1392	1051
MRPL14	2191	1319	1512	1417	662	1680	1232	1061
MRPL15	2211	1222	1210	1121	692	1374	1225	828
MRPL16	2227	1273	1332	1297	709	1360	1155	940
MRPL17	1906	1119	1172	1196	664	1230	988	806
MRPL18	3029	1689	1861	1810	1080	2027	1616	1269
MRPL19	4764	2778	3333	2900	1881	3175	2832	2103
MRPL2	1636	980	1112	1101	564	1168	944	731
MRPL20	4582	2687	2551	2369	1357	2971	2537	1831
MRPL21	1404	852	936	984	513	939	840	650
MRPL22	2310	1328	1558	1445	892	1536	1262	1009
MRPL23	2527	1479	1573	1626	758	1991	1595	1295
MRPL23-AS1	2	5	5	3	3	2	3	5
MRPL24	2617	1465	1406	1358	713	1482	1170	952
MRPL27	1864	1107	1054	929	544	1481	1144	902
MRPL28	2494	1470	1426	1480	748	1717	1382	1078
MRPL3	5482	3340	3790	3403	2213	3991	3379	2540
MRPL30	4576	2719	3185	3106	1774	3384	2860	2171
MRPL32	1697	961	1162	1101	657	1008	868	682
MRPL33	1160	641	987	845	633	712	653	462
MRPL34	1521	817	969	1091	504	1021	822	675
MRPL35	2382	1285	1382	1272	817	1674	1465	1049
MRPL36	1500	878	1142	1120	635	717	604	463
MRPL37	7796	4613	4777	4830	2350	5295	4486	3493
MRPL38	2695	1563	1646	1612	780	1823	1505	1165
MRPL39	1804	1111	1331	1217	734	1234	1030	775
MRPL4	2971	1728	2017	2134	1016	2647	2098	1668
MRPL40	2059	1257	1369	1269	702	1441	1192	977
MRPL41	1908	1098	1114	1199	560	1346	1104	879
MRPL42	4749	3028	3633	3357	2017	3639	3146	2229
MRPL42P5	25	10	20	14	13	16	20	9
MRPL43	2003	1176	1446	1401	719	1492	1173	981
MRPL44	2030	1186	1299	1187	672	1447	1127	937
MRPL45	3307	1989	1880	1862	1046	2232	1878	1432
MRPL45P2	178	97	102	129	68	105	111	88
MRPL46	1085	638	826	801	433	968	732	583
MRPL47	2313	1377	1391	1256	719	1487	1224	912
MRPL48	980	541	700	687	393	784	630	483
MRPL49	3224	1780	1821	1766	856	2019	1610	1241
MRPL50	1789	1041	1172	1097	772	1231	1032	755
MRPL51	4725	2820	2946	2740	1665	3264	2593	2008
MRPL52	1547	876	830	844	530	989	849	647
MRPL53	1357	777	851	854	429	981	799	650
MRPL54	1040	609	544	479	283	701	575	429
MRPL55	1408	822	944	1029	524	1077	804	683
MRPL9	2968	1699	1927	1780	967	1977	1584	1318
MRPS10	2396	1348	1707	1507	858	1811	1479	1195
MRPS11	1611	893	837	834	390	1010	796	647
MRPS12	1710	945	942	978	418	1053	870	763
MRPS14	1822	1097	1341	1263	761	1222	1013	801
MRPS15	3840	2341	2689	2652	1381	2840	2342	1863
MRPS16	3854	2272	2658	2599	1377	2936	2528	1959
MRPS17	705	444	487	487	310	499	395	328
MRPS18A	1663	952	1022	968	517	1108	863	710
MRPS18B	3368	1868	1900	1829	961	2094	1640	1351
MRPS18C	316	207	228	238	161	289	201	170
MRPS2	3495	2007	2257	2392	1105	2435	2056	1638
MRPS21	2807	1561	2196	2115	1083	1989	1535	1328
MRPS22	2501	1589	1755	1535	989	1759	1486	1178
MRPS23	2322	1375	1687	1542	873	1802	1516	1157
MRPS24	38	23	14	26	12	27	19	18
MRPS25	4627	2743	3391	3041	1880	2854	2443	1989
MRPS26	2321	1421	1511	1582	705	1610	1397	1014
MRPS27	3406	1959	2287	2061	1175	1922	1668	1299
MRPS28	706	441	560	548	341	498	427	356
MRPS30	2410	1381	1734	1467	969	1547	1307	981
MRPS31	1086	606	663	622	422	761	610	444
MRPS33	2019	1266	1498	1390	780	1316	1138	869
MRPS34	2749	1672	2064	2116	1131	1865	1498	1238
MRPS35	3674	2101	2097	2029	1266	2700	2201	1684
MRPS36	621	341	481	392	287	452	372	308
MRPS5	2915	1837	2495	2479	1336	2147	1816	1330
MRPS6	978	570	701	697	416	583	575	389
MRPS7	4589	2536	2148	2070	1075	3029	2480	2047
MRPS9	2715	1580	1948	1936	1198	1955	1716	1339
MRRF	1576	958	879	818	508	998	894	713
MRS2	3624	2020	2251	2010	1334	2757	2280	1766
MRS2P2	327	173	196	162	146	243	188	129
MRTO4	4256	2230	2166	2022	972	2719	2073	1693
MRVI1	9	7	3	5	3	6	8	8
MRVI1-AS1	4	0	4	2	4	2	1	2
MS4A1	0	0	0	0	0	0	0	0
MS4A10	0	0	0	1	0	1	2	0
MS4A12	0	0	0	0	0	0	0	0
MS4A13	0	0	0	0	0	0	0	0
MS4A14	0	0	1	0	0	0	0	0
MS4A15	1	0	0	0	0	1	0	0
MS4A2	1	0	0	0	0	1	0	0
MS4A3	0	0	0	0	0	0	0	0
MS4A4A	0	0	0	0	0	0	0	0
MS4A5	0	0	0	0	0	0	0	0
MS4A6A	0	0	0	0	0	0	0	0
MS4A6E	0	0	0	0	0	0	0	0
MS4A7	1	0	0	0	0	0	0	0
MS4A8B	0	3	3	8	2	5	3	1
MSC	32	25	25	37	18	33	25	20
MSGN1	1	0	0	0	0	1	0	1
MSH2	5963	3528	4173	3733	2566	5021	4212	3223
MSH3	2352	1336	1616	1484	1018	1874	1526	1187
MSH4	83	30	47	38	18	100	105	75
MSH5	8	5	15	10	4	7	6	6
MSH5-SAPCD1	21	24	29	42	26	16	16	11
MSH6	10775	6434	8622	7749	5188	8412	7381	5522
MSI1	1602	999	1489	1427	720	1320	1118	923
MSI2	1587	916	1088	974	545	1200	996	850
MSL1	5694	3375	4445	4038	2510	4262	3679	2915
MSL2	3747	2114	3298	3045	1993	2619	2375	1773
MSL3	1335	813	970	1014	560	945	846	646
MSL3P1	657	366	434	426	292	486	421	327
MSLN	0	0	2	1	0	1	0	0
MSLNL	1	0	1	4	1	2	3	2
MSMB	0	0	2	0	0	0	0	0
MSMO1	2667	1756	3247	3106	1938	2191	1792	1339
MSMP	1	0	2	2	2	1	1	2
MSN	6210	3558	3556	3259	1750	4367	3693	2872
MSR1	0	0	1	0	0	0	0	0
MSRA	137	66	100	86	45	101	88	72
MSRB2	350	215	364	310	191	229	228	187
MSRB3	899	539	680	604	347	635	623	425
MSS51	57	40	59	49	29	42	41	31
MST1	145	120	178	184	89	152	151	129
MST1P2	71	40	59	76	39	83	54	47
MST1P9	11	11	14	13	5	24	18	13
MST1R	111	50	124	106	62	130	113	106
MST4	4159	2546	3179	2841	1974	3107	2789	1948
MSTN	6	4	24	24	11	9	15	10
MSTO1	774	440	559	508	242	558	487	372
MSTO2P	449	298	445	421	239	406	284	290
MSX1	1078	649	1039	1154	523	833	712	516
MSX2	3952	1938	2036	1878	1007	2288	1824	1374
MSX2P1	29	24	33	24	11	25	29	33
MT1A	0	0	0	0	0	0	0	0
MT1B	0	0	0	0	0	0	0	0
MT1DP	0	0	0	0	0	0	0	0
MT1E	0	0	0	0	0	0	0	0
MT1F	38	33	24	36	18	36	24	12
MT1G	0	0	0	0	0	0	0	0
MT1H	0	0	0	0	0	0	0	0
MT1IP	0	0	0	0	0	0	0	0
MT1JP	0	0	0	0	0	0	0	0
MT1L	0	0	0	0	0	0	0	0
MT1M	0	0	0	0	0	0	0	0
MT1X	195	80	97	109	70	83	67	47
MT2A	342	199	201	187	105	199	168	120
MT3	0	0	0	1	0	0	0	0
MT4	0	0	0	0	0	0	0	0
MTA1	6425	3799	4509	4746	2371	3939	3435	2760
MTA2	7423	4131	4602	4307	2385	5427	4505	3414
MTA3	1818	1111	1476	1358	790	1242	1120	837
MTAP	2087	1132	1375	1293	850	1212	1044	713
MTBP	1461	909	1013	867	618	1169	962	739
MTCH1	7946	4652	5420	5155	2655	5755	4701	3731
MTCH2	4159	2371	2790	2565	1491	3349	2857	2286
MTCP1	98	77	106	85	30	91	68	61
MTCP1NB	490	266	312	323	173	370	299	220
MTDH	6577	3863	4314	3902	2505	4440	3922	2940
MTERF	889	460	489	502	298	587	467	348
MTERFD1	833	437	522	463	259	562	435	305
MTERFD2	1499	883	983	895	573	1020	887	648
MTERFD3	656	380	475	455	333	484	442	322
MTF1	2189	1088	1453	1223	776	1278	944	748
MTF2	4497	2640	4210	3605	2496	3593	3088	2345
MTFMT	602	378	395	414	225	401	374	281
MTFP1	1147	715	902	819	419	977	754	634
MTFR1	1099	711	1291	1188	787	1088	863	670
MTG1	1189	608	689	675	346	874	643	575
MTHFD1	5483	3280	3341	3276	1740	3785	3155	2499
MTHFD1L	2416	1465	1728	1647	932	1971	1607	1243
MTHFD2	5856	3570	4989	4397	2789	4502	3842	2871
MTHFD2L	305	176	256	227	132	253	221	165
MTHFR	1732	995	857	859	467	1110	1015	755
MTHFS	132	69	76	80	37	75	58	44
MTHFSD	570	329	371	361	169	372	305	219
MTIF2	2965	1611	1951	1721	1173	2003	1685	1288
MTIF3	743	435	509	503	343	520	453	361
MTL5	314	238	421	379	227	394	362	261
MTM1	525	333	406	368	243	377	313	261
MTMR1	2033	1230	1319	1161	658	1450	1291	1002
MTMR10	732	421	589	553	341	551	432	326
MTMR11	143	94	252	212	148	155	145	123
MTMR12	2857	1696	1989	1830	1062	2101	1927	1399
MTMR14	2163	1136	1260	1146	656	1274	1081	877
MTMR2	3997	2384	2409	2145	1408	2826	2526	1865
MTMR3	3488	2025	2536	2316	1321	2273	1973	1601
MTMR4	4486	2728	3426	2962	1839	3325	2965	2254
MTMR6	1669	931	1343	1226	796	860	702	531
MTMR7	119	82	198	174	110	189	193	162
MTMR8	95	54	103	103	64	86	61	62
MTMR9	1657	919	1090	994	633	1018	909	637
MTMR9LP	1	0	2	2	1	2	0	2
MTNR1A	14	18	29	22	19	27	24	19
MTNR1B	0	0	0	0	0	0	0	0
MTO1	1889	989	1027	908	558	1010	840	640
MTOR	11503	6376	5662	4998	2772	5744	5073	3930
MTPAP	2431	1466	1717	1531	946	1611	1483	1075
MTPN	0	0	0	0	0	0	0	0
MTR	5944	3551	5391	4505	2818	4582	4225	3234
MTRF1	370	234	294	255	171	218	188	133
MTRF1L	853	456	530	432	286	499	416	303
MTRNR2L1	7	2	2	4	1	1	1	2
MTRNR2L10	6	3	2	2	0	3	1	2
MTRNR2L2	14	7	16	12	16	7	9	7
MTRNR2L3	0	2	0	0	0	0	0	1
MTRNR2L4	3	0	2	1	0	1	0	0
MTRNR2L5	2	0	1	0	0	2	0	0
MTRNR2L6	3	3	2	0	2	2	1	2
MTRNR2L7	0	0	0	0	0	0	0	0
MTRNR2L8	16	5	3	10	4	6	6	0
MTRR	3315	1878	2154	2095	1222	1977	1645	1237
MTSS1	400	264	447	430	240	414	384	299
MTSS1L	2897	1652	1486	1436	745	2157	1726	1378
MTTP	33	15	22	23	9	28	14	7
MTUS1	1483	852	1082	933	608	1106	974	693
MTUS2	40	26	54	45	45	49	28	26
MTVR2	1	0	1	1	0	1	0	0
MTX1	702	390	462	421	183	501	399	326
MTX2	2260	1307	1999	1858	1076	1896	1566	1181
MTX3	3854	2361	4472	3935	2706	3400	3078	2277
MUC1	37	22	35	45	20	23	22	16
MUC12	1	1	2	1	1	0	4	2
MUC13	0	4	0	1	0	1	0	1
MUC15	0	1	1	0	0	0	0	0
MUC16	2	0	3	0	0	0	0	0
MUC17	1	0	0	0	0	1	0	0
MUC2	0	1	0	0	0	0	0	0
MUC20	62	41	15	21	9	29	34	16
MUC21	0	0	0	1	1	2	2	0
MUC22	44	23	4	2	1	15	8	6
MUC4	7	6	11	4	4	9	16	8
MUC5B	2	1	3	1	3	1	2	1
MUC6	1	0	1	1	1	1	0	0
MUC7	0	0	0	0	0	0	0	0
MUCL1	1	0	0	0	0	0	0	0
MUDENG	2303	1326	1477	1298	868	1536	1346	986
MUL1	2300	1246	1297	1273	633	1437	1040	822
MUM1	1399	846	1102	1135	553	1278	1077	917
MUM1L1	95	47	93	71	49	84	78	57
MURC	242	131	191	142	101	188	178	135
MUS81	785	461	652	634	303	722	595	467
MUSK	0	0	0	0	0	0	0	0
MUSTN1	22	9	19	11	12	14	14	11
MUT	2515	1519	2117	1785	1188	1723	1299	1039
MUTED	6	4	4	4	0	3	8	1
MUTED-TXNDC5	0	0	0	0	0	1	0	0
MUTYH	767	484	526	565	247	546	484	427
MVD	611	394	418	436	214	394	352	294
MVK	713	425	423	402	235	506	407	373
MVP	207	120	164	162	89	84	108	74
MX1	11	9	6	8	5	12	9	5
MX2	1	0	0	0	1	0	0	0
MXD1	2022	1000	1144	997	637	944	737	574
MXD3	254	173	367	398	179	272	249	197
MXD4	2343	1304	1634	1661	822	1744	1363	1095
MXI1	2406	1580	2085	1978	1135	1637	1464	1145
MXRA5	3	2	4	6	1	3	3	4
MXRA7	3045	1959	2200	2098	1154	2074	1755	1493
MXRA8	124	76	173	182	91	72	50	65
MYADM	1261	913	1494	1465	738	1021	926	787
MYADML	0	0	0	0	0	0	0	0
MYADML2	3	1	0	1	0	1	1	3
MYB	248	168	289	295	150	175	163	119
MYBBP1A	5846	3376	2709	2561	1318	3935	3171	2515
MYBL1	594	347	702	643	478	709	569	418
MYBL2	11888	6792	8266	7960	4031	8418	7122	5595
MYBPC1	3	1	7	8	4	8	8	6
MYBPC2	10	8	18	15	8	10	7	13
MYBPC3	0	0	0	0	0	0	2	0
MYBPH	0	0	0	0	0	0	0	0
MYBPHL	8	6	13	20	4	8	14	12
MYC	3467	2190	3850	4061	2171	2750	2184	1699
MYCBP	37	22	21	27	17	24	24	18
MYCBP2	7823	4688	4919	3812	2453	3998	3660	2669
MYCBPAP	11	5	6	4	0	3	2	4
MYCL1	300	197	365	396	206	320	284	229
MYCN	38	25	42	69	29	24	30	20
MYCNOS	1	0	0	2	1	0	1	1
MYCT1	1	1	0	1	1	3	1	0
MYD88	135	75	114	102	60	117	73	61
MYEF2	2478	1496	2396	2016	1453	2300	1971	1488
MYEOV	3	1	6	13	5	5	2	2
MYEOV2	1198	663	685	720	425	862	672	511
MYF5	0	0	0	0	0	0	0	0
MYF6	0	0	0	0	0	1	0	0
MYH1	1	1	0	0	0	0	1	0
MYH10	10875	6552	8598	7668	4631	7304	6370	5020
MYH11	16	6	8	4	3	8	9	3
MYH13	2	0	0	1	1	0	2	0
MYH14	1872	1036	1168	1232	685	1319	1184	868
MYH15	196	123	98	58	51	175	153	111
MYH16	2	0	0	0	0	2	2	1
MYH2	1	2	0	0	0	0	0	0
MYH3	521	299	260	204	126	214	180	147
MYH4	0	0	0	0	0	0	0	2
MYH6	6	5	1	0	0	3	0	2
MYH7	1	0	0	2	1	0	1	0
MYH7B	27	14	17	10	7	10	6	6
MYH8	1	2	2	0	2	2	2	0
MYH9	16993	9258	8553	8031	4341	9925	8646	6612
MYL1	0	0	1	2	0	0	0	0
MYL10	0	0	1	0	0	0	0	0
MYL12A	1620	955	1411	1362	855	1192	991	795
MYL12B	2909	1756	2047	2060	1209	2092	1792	1390
MYL2	0	0	0	0	0	0	0	0
MYL3	2	3	2	4	0	2	1	2
MYL4	5	4	2	3	0	0	1	0
MYL5	162	97	133	106	54	93	98	84
MYL6	7908	4045	3972	3336	1844	4827	3939	3006
MYL6B	1722	1158	1384	1399	754	1436	1311	995
MYL7	0	0	0	0	0	0	1	0
MYL9	0	1	0	1	0	0	0	0
MYLIP	997	563	833	773	430	588	546	392
MYLK	604	383	705	661	398	537	494	352
MYLK-AS1	76	49	62	67	38	49	45	31
MYLK2	38	29	16	16	9	28	23	25
